face_id,embedding
face_0,"[-0.031824275851249695, 0.07617904990911484, 0.05419652909040451, 0.04737543314695358, -0.07449827343225479, -0.045480404049158096, -0.05029233172535896, -0.05622286722064018, 0.059831634163856506, -0.04574701935052872, 0.24065496027469635, -0.04030047729611397, -0.21737149357795715, -0.03669600188732147, 0.008970621041953564, 0.09614746272563934, -0.10256156325340271, -0.053574319928884506, -0.15432380139827728, -0.08558841794729233, -0.014151711016893387, 0.018177645280957222, 0.045333027839660645, 0.024498336017131805, -0.10482178628444672, -0.2847185730934143, -0.10299330204725266, -0.10548245161771774, 0.0927567109465599, -0.17707495391368866, 0.0077059147879481316, -0.021449899300932884, -0.14014197885990143, 0.008398639038205147, -0.03577456623315811, 0.06763341277837753, -0.04488072171807289, -0.11812467873096466, 0.2032054364681244, 0.006622478365898132, -0.1814163625240326, 0.024898365139961243, 0.00785129051655531, 0.2641226053237915, 0.2285996675491333, 0.012162796221673489, -0.0015839394181966782, -0.05424365773797035, 0.0987367182970047, -0.2773005962371826, 0.07243195921182632, 0.1711338311433792, 0.0477498397231102, 0.07343566417694092, 0.07653310149908066, -0.0789060890674591, 0.008292999118566513, 0.14203593134880066, -0.14277029037475586, 0.024805745109915733, 0.06206296756863594, -0.016928749158978462, -0.003893115557730198, -0.10886269807815552, 0.16318097710609436, 0.11708433926105499, -0.09302377700805664, -0.07605014741420746, 0.08553864061832428, -0.21420565247535706, -0.05564519762992859, 0.06984855979681015, -0.10067757219076157, -0.18634694814682007, -0.2681657075881958, 0.10182496905326843, 0.4346674680709839, 0.20095299184322357, -0.14228057861328125, 0.02688317373394966, -0.06923170387744904, -0.0787089541554451, 0.04639618843793869, 0.03821037709712982, -0.08382817357778549, -0.035129617899656296, -0.1145537793636322, 0.07773110270500183, 0.20746704936027527, -0.05966445058584213, 0.0445902943611145, 0.1794288158416748, -0.042732931673526764, 0.004269588738679886, 0.006113958545029163, 0.016625361517071724, -0.12643642723560333, -0.008138813078403473, -0.06803170591592789, -0.03261617571115494, 0.08788317441940308, -0.13039368391036987, 0.030734363943338394, 0.07451328635215759, -0.16984352469444275, 0.1713561862707138, 0.004200327675789595, -0.05431801453232765, 0.08245598524808884, 0.0271238274872303, -0.07355328649282455, -0.015897370874881744, 0.2183436006307602, -0.1917300969362259, 0.20690149068832397, 0.1556529849767685, 0.014879673719406128, 0.10331244766712189, 0.08407402783632278, 0.17524702847003937, -0.08216400444507599, -0.002271403558552265, -0.13779322803020477, -0.06088133901357651, -0.010428235866129398, 0.008283110335469246, 0.02997686341404915, 0.006123548373579979]"
